Block Address,Block Address Expanded,City,State,n
6800 BLOCK  ROXANNE WA,6800 ROXANNE WAY,Fort Worth,TX,2
6800 BLOCK  SILVER SAGE DR,6800 SILVER SAGE DR,Fort Worth,TX,2
6800 BLOCK  SOUTH FWY SR SB,6800 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,3
6800 BLOCK  STATE HWY 183,6800 STATE HWY,Fort Worth,TX,1
6800 BLOCK  SUNNYBANK DR,6800 SUNNYBANK DR,Fort Worth,TX,1
6800 BLOCK  TERBET CT,6800 TERBET CT,Fort Worth,TX,3
6800 BLOCK  TOULOUSE LN,6800 TOULOUSE LN,Fort Worth,TX,3
6800 BLOCK  TREEHAVEN RD,6800 TREEHAVEN RD,Fort Worth,TX,1
6800 BLOCK  VALLEY CREEK DR,6800 VALLEY CREEK DR,Fort Worth,TX,4
6800 BLOCK  WATERLOO LN,6800 WATERLOO LN,Fort Worth,TX,1
6800 BLOCK  WAYFARER TRL,6800 WAYFARER TRL,Fort Worth,TX,1
6800 BLOCK  WELCH AV,6800 WELCH AV,Fort Worth,TX,1
6800 BLOCK  WEST FWY,6800 WEST FREEWAY,Fort Worth,TX,1
6800 BLOCK  WEST LOOP 820 SOUTH,6800 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,1
6800 BLOCK  WHITE RIVER DR,6800 WHITE RIVER DR,Fort Worth,TX,1
6800 BLOCK  WHITMAN AVE,6800 WHITMAN AVE,Fort Worth,TX,1
6800 BLOCK  WINDWILLOW DR,6800 WINDWILLOW DR,Fort Worth,TX,2
6800 BLOCK  WINDWOOD TRL,6800 WINDWOOD TRL,Fort Worth,TX,1
6800 BLOCK  WINIFRED DR,6800 WINIFRED DR,Fort Worth,TX,1
6800 BLOCK  WOODWAY DR,6800 WOODWAY DR,Fort Worth,TX,4
6800 BLOCK D MANHATTAN BL SUITE 50,6800 MANHATTAN BL SUITE,Fort Worth,TX,1
6800 BLOCK MC CART AVE,6800 MC CART AVE,Fort Worth,TX,1
6800 BLOCK W FREEWAY,6800 W FREEWAY,Fort Worth,TX,1
6900 BLOCK  ALEXANDRIA CT,6900 ALEXANDRIA CT,Fort Worth,TX,3
6900 BLOCK  ALLEN PLACE DR,6900 ALLEN PLACE DR,Fort Worth,TX,2
6900 BLOCK  AMBER DR,6900 AMBER DR,Fort Worth,TX,2
6900 BLOCK  AMBERDALE DR,6900 AMBERDALE DR,Fort Worth,TX,1
6900 BLOCK  AVINGTON WA,6900 AVINGTON WAY,Fort Worth,TX,2
6900 BLOCK  BIG WICHITA DR,6900 BIG WICHITA DR,Fort Worth,TX,2
6900 BLOCK  BLACK WING DR,6900 BLACK WING DR,Fort Worth,TX,1
6900 BLOCK  BLUE MOUND RD,6900 BLUE MOUND RD,Fort Worth,TX,1
6900 BLOCK  BOB HANGER ST,6900 BOB HANGER ST,Fort Worth,TX,1
6900 BLOCK  CALMONT AV,6900 CALMONT AV,Fort Worth,TX,1
6900 BLOCK  CHACO TRL,6900 CHACO TRL,Fort Worth,TX,2
6900 BLOCK  CHASE RIDGE TR,6900 CHASE RIDGE TR,Fort Worth,TX,2
6900 BLOCK  CHURCH PARK DR,6900 CHURCH PARK DR,Fort Worth,TX,1
6900 BLOCK  CLUB CREEK DR,6900 CLUB CREEK DR,Fort Worth,TX,1
6900 BLOCK  CREEKHOLLOW DR,6900 CREEKHOLLOW DR,Fort Worth,TX,3
6900 BLOCK  CROWLEY RD,6900 CROWLEY RD,Fort Worth,TX,2
6900 BLOCK  DANIELDALE DR,6900 DANIELDALE DR,Fort Worth,TX,1
6900 BLOCK  DAY DR,6900 DAY DR,Fort Worth,TX,3
6900 BLOCK  DENVER CITY DR,6900 DENVER CITY DR,Fort Worth,TX,1
6900 BLOCK  DIRKS RD,6900 DIRKS RD,Fort Worth,TX,2
6900 BLOCK  EAGLE ROCK DR,6900 EAGLE ROCK DR,Fort Worth,TX,5
6900 BLOCK  EDERVILLE RD,6900 EDERVILLE RD,Fort Worth,TX,1
6900 BLOCK  EGAN WA,6900 EGAN WAY,Fort Worth,TX,5
6900 BLOCK  GREEN OAKS RD,6900 GREEN OAKS RD,Fort Worth,TX,4
6900 BLOCK  GREEN VALLEY CR,6900 GREEN VALLEY CR,Fort Worth,TX,1
6900 BLOCK  GREENLEE ST,6900 GREENLEE ST,Fort Worth,TX,3
6900 BLOCK  ISHAM ST,6900 ISHAM ST,Fort Worth,TX,1
6900 BLOCK  JEWELL AV,6900 JEWELL AV,Fort Worth,TX,1
6900 BLOCK  JOHN T WHITE RD,6900 JOHN T WHITE RD,Fort Worth,TX,3
6900 BLOCK  KIPLING ST,6900 KIPLING ST,Fort Worth,TX,1
6900 BLOCK  LAUREL CANYON TER,6900 LAUREL CANYON TER,Fort Worth,TX,1
6900 BLOCK  MARGARET DR,6900 MARGARET DR,Fort Worth,TX,1
6900 BLOCK  MARTHA LN,6900 MARTHA LN,Fort Worth,TX,1
6900 BLOCK  MCCART AV,6900 MCCART AV,Fort Worth,TX,6
6900 BLOCK  MCCRACKEN CT,6900 MCCRACKEN CT,Fort Worth,TX,1
6900 BLOCK  NINE MILE RD,6900 NINE MILE RD,Fort Worth,TX,1
6900 BLOCK  NORTHWEST LOOP 820,6900 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,2
6900 BLOCK  NORTHWEST LOOP 820 FWY W,6900 NORTHWEST LOOP INTERSTATE 820 820 FREEWAY W,Fort Worth,TX,1
6900 BLOCK  OCEANO TE,6900 OCEANO TE,Fort Worth,TX,1
6900 BLOCK  OVERHILL RD,6900 OVERHILL RD,Fort Worth,TX,1
6900 BLOCK  RED FOX TR,6900 RED FOX TR,Fort Worth,TX,1
6900 BLOCK  RITTER LN,6900 RITTER LN,Fort Worth,TX,2
6900 BLOCK  RIVER PARK CI,6900 RIVER PARK CI,Fort Worth,TX,1
6900 BLOCK  SAN ANTONIO DR,6900 SAN ANTONIO DR,Fort Worth,TX,1
6900 BLOCK  SANCTUARY HEIGHTS RD,6900 SANCTUARY HEIGHTS RD,Fort Worth,TX,1
6900 BLOCK  SERRANO DR,6900 SERRANO DR,Fort Worth,TX,1
6900 BLOCK  SETH BARWISE ST,6900 SETH BARWISE ST,Fort Worth,TX,1
6900 BLOCK  SHERIDAN RD,6900 SHERIDAN RD,Fort Worth,TX,4
6900 BLOCK  SPRING VALLEY WA,6900 SPRING VALLEY WAY,Fort Worth,TX,8
6900 BLOCK  SPRING VALLEY WAY,6900 SPRING VALLEY WAY,Fort Worth,TX,1
6900 BLOCK  STOCKTON DR,6900 STOCKTON DR,Fort Worth,TX,1
6900 BLOCK  STONE FOREST DR,6900 STONE FOREST DR,Fort Worth,TX,1
6900 BLOCK  SUNDAY PL,6900 SUNDAY PL,Fort Worth,TX,2
6900 BLOCK  TRAPPINGHAM TER,6900 TRAPPINGHAM TER,Fort Worth,TX,1
6900 BLOCK  TREEHAVEN RD,6900 TREEHAVEN RD,Fort Worth,TX,4
6900 BLOCK  VALHALLA RD,6900 VALHALLA RD,Fort Worth,TX,2
6900 BLOCK  VAN NATTA LN,6900 VAN NATTA LN,Fort Worth,TX,3
6900 BLOCK  VISTA RIDGE CT,6900 VISTA RIDGE CT,Fort Worth,TX,1
6900 BLOCK  WEST LOOP 820 SOUTH,6900 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,1
6900 BLOCK  WESTCREEK DR,6900 WESTCREEK DR,Fort Worth,TX,1
6900 BLOCK D SANDSHELL BL,6900 SANDSHELL BL,Fort Worth,TX,3
6900 BLOCK D SOUTHWEST BL,6900 SOUTHWEST BL,Fort Worth,TX,1
6900 BLOCK E LANCASTER AVE,6900 E LANCASTER AVE,Fort Worth,TX,2
6900 BLOCK MC CART AVE,6900 MC CART AVE,Fort Worth,TX,2
6900 BLOCK N BEACH ST,6900 N BEACH ST,Fort Worth,TX,4
6900 BLOCK S JIM WRIGHT FW,6900 S JIM WRIGHT FW,Fort Worth,TX,1
6900 BLOCK W CREEKHAVEN DR,6900 W CREEKHAVEN DR,Fort Worth,TX,1
700 BLOCK  12TH AVE,700 12TH AVE,Fort Worth,TX,1
700 BLOCK  5TH AV,700 5TH AV,Fort Worth,TX,1
700 BLOCK  8TH AVE,700 8TH AVE,Fort Worth,TX,1
700 BLOCK  9TH AVE,700 9TH AVE,Fort Worth,TX,1
700 BLOCK  ADMIRALTY WA,700 ADMIRALTY WAY,Fort Worth,TX,7
700 BLOCK  ADMIRALTY WAY,700 ADMIRALTY WAY,Fort Worth,TX,1
700 BLOCK  ADOLPHUS CIR,700 ADOLPHUS CIR,Fort Worth,TX,4
700 BLOCK  ATLANTA ST,700 ATLANTA ST,Fort Worth,TX,2
700 BLOCK  BELLA,700 BELLA,Fort Worth,TX,1
700 BLOCK  BELLE PL,700 BELLE PL,Fort Worth,TX,1
700 BLOCK  BRIDGEWOOD CIR,700 BRIDGEWOOD CIR,Fort Worth,TX,4
700 BLOCK  BURLINGTON AVE,700 BURLINGTON AVE,Fort Worth,TX,1
700 BLOCK  CARROLL,700 CARROLL,Fort Worth,TX,1
700 BLOCK  CHICAGO AVE,700 CHICAGO AVE,Fort Worth,TX,1
700 BLOCK  CLAIREMONT AVE,700 CLAIREMONT AVE,Fort Worth,TX,3
700 BLOCK  COURT ST,700 COURT ST,Fort Worth,TX,1
700 BLOCK  CRAWFORD ST,700 CRAWFORD ST,Fort Worth,TX,3
700 BLOCK  CROMWELL ST,700 CROMWELL ST,Fort Worth,TX,1
700 BLOCK  DARLINGTON TR,700 DARLINGTON TR,Fort Worth,TX,1
700 BLOCK  DEAUVILLE DR,700 DEAUVILLE DR,Fort Worth,TX,1
700 BLOCK  DEVONTREE CT,700 DEVONTREE CT,Fort Worth,TX,2
700 BLOCK  EAST FW,700 EAST FW,Fort Worth,TX,1
700 BLOCK  EAST LOOP 820,700 EAST LOOP INTERSTATE 820,Fort Worth,TX,18
700 BLOCK  ELMWOOD AVE,700 ELMWOOD AVE,Fort Worth,TX,1
700 BLOCK  ESSEX ST,700 ESSEX ST,Fort Worth,TX,1
700 BLOCK  GREEN RIVER TRL,700 GREEN RIVER TRL,Fort Worth,TX,1
700 BLOCK  GRIGGS AVE,700 GRIGGS AVE,Fort Worth,TX,3
700 BLOCK  HASKELL ST,700 HASKELL ST,Fort Worth,TX,1
700 BLOCK  HAYNES AV,700 HAYNES AV,Fort Worth,TX,1
700 BLOCK  HUDGINS AVE,700 HUDGINS AVE,Fort Worth,TX,1
700 BLOCK  JONES ST,700 JONES ST,Fort Worth,TX,1
700 BLOCK  JUDD ST,700 JUDD ST,Fort Worth,TX,1
700 BLOCK  KENTUCKY AVE,700 KENTUCKY AVE,Fort Worth,TX,2
700 BLOCK  KENTUCKY DERBY LN,700 KENTUCKY DERBY LN,Fort Worth,TX,3
700 BLOCK  LAMAR ST,700 LAMAR ST,Fort Worth,TX,1
700 BLOCK  LIONEL WA,700 LIONEL WAY,Fort Worth,TX,5
700 BLOCK  MEXICALI WA,700 MEXICALI WAY,Fort Worth,TX,7
700 BLOCK  MIDDLEGLEN CT,700 MIDDLEGLEN CT,Fort Worth,TX,2
700 BLOCK  MILL WATER DR,700 MILL WATER DR,Fort Worth,TX,2
700 BLOCK  MINDEN ST,700 MINDEN ST,Fort Worth,TX,1
700 BLOCK  MISSOURI AVE,700 MISSOURI AVE,Fort Worth,TX,1
700 BLOCK  MONTICELLO DR,700 MONTICELLO DR,Fort Worth,TX,2
700 BLOCK  NORTH BELT LINE RD,700 NORTH BELT LINE RD,Fort Worth,TX,1
700 BLOCK  NORTH FW,700 NORTH FW,Fort Worth,TX,1
700 BLOCK  NORTH FWY NB,700 NORTH FREEWAY,Fort Worth,TX,1
700 BLOCK  NORTH SOUTH FW,700 NORTH SOUTH FW,Fort Worth,TX,3
700 BLOCK  NORTHEAST LOOP 820,700 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,3
700 BLOCK  NORTHWEST LOOP 820,700 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,1
700 BLOCK  NORTHWOOD RD,700 NORTHWOOD RD,Fort Worth,TX,2
700 BLOCK  PANAY WAY DR,700 PANAY WAY DR,Fort Worth,TX,1
700 BLOCK  PLAZA DR,700 PLAZA DR,Fort Worth,TX,1
700 BLOCK  PUTTER DR,700 PUTTER DR,Fort Worth,TX,1
700 BLOCK  QUAIL WOOD LN,700 QUAIL WOOD LN,Fort Worth,TX,2
700 BLOCK  RAVINE RD,700 RAVINE RD,Fort Worth,TX,1
700 BLOCK  RIVERCREST DR,700 RIVERCREST DR,Fort Worth,TX,1
700 BLOCK  SAN FELIPE TR,700 SAN FELIPE TR,Fort Worth,TX,1
700 BLOCK  SANDY LN,700 SANDY LN,Fort Worth,TX,1
700 BLOCK  SANDY TRL,700 SANDY TRL,Fort Worth,TX,1
700 BLOCK  SOUTH WEST LOOP 820,700 SOUTH WEST LOOP INTERSTATE 820,Fort Worth,TX,1
700 BLOCK  SOUTHEAST LOOP 820,700 SOUTHEAST LOOP INTERSTATE 820,Fort Worth,TX,5
700 BLOCK  SOUTHWEST LOOP 820,700 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,3
700 BLOCK  STELLA MAE DR,700 STELLA MAE DR,Fort Worth,TX,1
700 BLOCK  STELLA ST,700 STELLA ST,Fort Worth,TX,2
700 BLOCK  STUCKERT DR,700 STUCKERT DR,Fort Worth,TX,1
700 BLOCK  TENNESSEE AVE,700 TENNESSEE AVE,Fort Worth,TX,2
700 BLOCK  TIERRA VISTA WA,700 TIERRA VISTA WAY,Fort Worth,TX,3
700 BLOCK  TRADEWIND DR,700 TRADEWIND DR,Fort Worth,TX,1
700 BLOCK  UNIVERSITY DR,700 UNIVERSITY DR,Fort Worth,TX,3
700 BLOCK  VERNA TRL N,700 VERNA TRL N,Fort Worth,TX,5
700 BLOCK  WOODLAND AV,700 WOODLAND AV,Fort Worth,TX,1
700 BLOCK  WOODROW AV,700 WOODROW AV,Fort Worth,TX,1
700 BLOCK D ACADEMY BL,700 ACADEMY BL,Fort Worth,TX,2
700 BLOCK D ALTAMESA BL,700 ALTAMESA BL,Fort Worth,TX,2
700 BLOCK D FOREST PARK BL,700 FOREST PARK BL,Fort Worth,TX,5
700 BLOCK E BERRY ST,700 E BERRY ST,Fort Worth,TX,3
700 BLOCK E BUTLER ST,700 E BUTLER ST,Fort Worth,TX,2
700 BLOCK E ROSEDALE ST,700 E ROSEDALE ST,Fort Worth,TX,1
700 BLOCK N FREEWAY NB,700 N FREEWAY,Fort Worth,TX,1
700 BLOCK N RIVERSIDE DR,700 N RIVERSIDE DR,Fort Worth,TX,1
700 BLOCK S JIM WRIGHT FW,700 S JIM WRIGHT FW,Fort Worth,TX,1
700 BLOCK W BERRY ST,700 W BERRY ST,Fort Worth,TX,1
700 BLOCK W DIXON,700 W DIXON,Fort Worth,TX,1
700 BLOCK Y CALIFORNIA PK,700 CALIFORNIA PK,Fort Worth,TX,1
700 BLOCK Y HERITAGE TRACE PK,700 HERITAGE TRACE PK,Fort Worth,TX,1
7000 BLOCK  ALLEN PLACE DR,7000 ALLEN PLACE DR,Fort Worth,TX,2
7000 BLOCK  ANGLIN DR,7000 ANGLIN DR,Fort Worth,TX,1
7000 BLOCK  ASHBOURNE WA,7000 ASHBOURNE WAY,Fort Worth,TX,7
7000 BLOCK  ASHBOURNE WAY,7000 ASHBOURNE WAY,Fort Worth,TX,3
7000 BLOCK  AVINGTON WA,7000 AVINGTON WAY,Fort Worth,TX,16
7000 BLOCK  AVINGTON WAY,7000 AVINGTON WAY,Fort Worth,TX,1
7000 BLOCK  BATTLE CREEK RD,7000 BATTLE CREEK RD,Fort Worth,TX,1
7000 BLOCK  BENTLEY AV,7000 BENTLEY AV,Fort Worth,TX,1
7000 BLOCK  BOAT CLUB RD,7000 BOAT CLUB RD,Fort Worth,TX,2
7000 BLOCK  BOWMAN ROBERTS RD,7000 BOWMAN ROBERTS RD,Fort Worth,TX,1
7000 BLOCK  BRIERCLIFF CT,7000 BRIERCLIFF CT,Fort Worth,TX,1
7000 BLOCK  BRIERHOLLOW CT,7000 BRIERHOLLOW CT,Fort Worth,TX,1
7000 BLOCK  BROOKGLEN LN,7000 BROOKGLEN LN,Fort Worth,TX,2
7000 BLOCK  BROOKVALE RD,7000 BROOKVALE RD,Fort Worth,TX,1
7000 BLOCK  CAHOBA DR,7000 CAHOBA DR,Fort Worth,TX,1
7000 BLOCK  CASTLE CREEK CT,7000 CASTLE CREEK CT,Fort Worth,TX,1
7000 BLOCK  CLUB CREEK DR,7000 CLUB CREEK DR,Fort Worth,TX,1
7000 BLOCK  CREEK BEND DR,7000 CREEK BEND DR,Fort Worth,TX,1
7000 BLOCK  DEER RUN DR,7000 DEER RUN DR,Fort Worth,TX,1
7000 BLOCK  DENVER CITY DR,7000 DENVER CITY DR,Fort Worth,TX,1
7000 BLOCK  EAST FWY,7000 EAST FREEWAY,Fort Worth,TX,2
7000 BLOCK  ELLIS RD,7000 ELLIS RD,Fort Worth,TX,1
7000 BLOCK  FIRE HILL DR,7000 FIRE HILL DR,Fort Worth,TX,1
7000 BLOCK  GARY LN,7000 GARY LN,Fort Worth,TX,1
7000 BLOCK  GOLDEN GATE DR,7000 GOLDEN GATE DR,Fort Worth,TX,1
7000 BLOCK  GREENLEE ST,7000 GREENLEE ST,Fort Worth,TX,2
7000 BLOCK  INDIANA AVE,7000 INDIANA AVE,Fort Worth,TX,1
7000 BLOCK  LEGATO LN,7000 LEGATO LN,Fort Worth,TX,1
7000 BLOCK  LINDENTREE LN,7000 LINDENTREE LN,Fort Worth,TX,2
7000 BLOCK  LOMO ALTO DR,7000 LOMO ALTO DR,Fort Worth,TX,1
7000 BLOCK  LOS PADRES TRL,7000 LOS PADRES TRL,Fort Worth,TX,2
7000 BLOCK  MEANDERING CREEK LN,7000 MEANDERING CREEK LN,Fort Worth,TX,1
7000 BLOCK  NATCHEZ CT,7000 NATCHEZ CT,Fort Worth,TX,1
7000 BLOCK  NOHL RANCH RD,7000 NOHL RANCH RD,Fort Worth,TX,1
7000 BLOCK  NORTH BEACH STREET,7000 NORTH BEACH STREET,Fort Worth,TX,1
7000 BLOCK  NORTH FW,7000 NORTH FW,Fort Worth,TX,1
7000 BLOCK  NORTH FWY,7000 NORTH FREEWAY,Fort Worth,TX,1
7000 BLOCK  NORTHWEST LOOP 820,7000 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,8
7000 BLOCK  OAK GROVE RD,7000 OAK GROVE RD,Fort Worth,TX,1
7000 BLOCK  PARKLAND CT,7000 PARKLAND CT,Fort Worth,TX,1
7000 BLOCK  SAN FERNANDO DR,7000 SAN FERNANDO DR,Fort Worth,TX,3
7000 BLOCK  SAN LUIS TRL,7000 SAN LUIS TRL,Fort Worth,TX,1
7000 BLOCK  SANDYBROOK DR,7000 SANDYBROOK DR,Fort Worth,TX,4
7000 BLOCK  SANTA RITA CT,7000 SANTA RITA CT,Fort Worth,TX,1
7000 BLOCK  SAUCON VALLEY DR,7000 SAUCON VALLEY DR,Fort Worth,TX,1
7000 BLOCK  SERRANO DR,7000 SERRANO DR,Fort Worth,TX,1
7000 BLOCK  SETH BARWISE ST,7000 SETH BARWISE ST,Fort Worth,TX,1
7000 BLOCK  SHADOW CREEK CT,7000 SHADOW CREEK CT,Fort Worth,TX,1
7000 BLOCK  SILVER SAGE DR,7000 SILVER SAGE DR,Fort Worth,TX,3
7000 BLOCK  SOUTH FWY,7000 SOUTH FREEWAY,Fort Worth,TX,1
7000 BLOCK  STOCKTON DR,7000 STOCKTON DR,Fort Worth,TX,1
7000 BLOCK  STRAWBERRY WA,7000 STRAWBERRY WAY,Fort Worth,TX,4
7000 BLOCK  STRAWBERRY WAY,7000 STRAWBERRY WAY,Fort Worth,TX,1
7000 BLOCK  TERRA CHASE CV,7000 TERRA CHASE CV,Fort Worth,TX,4
7000 BLOCK  TERRA MEADOWS LN APT,7000 TERRA MEADOWS LN APT,Fort Worth,TX,1
7000 BLOCK  TRAIL LAKE DR,7000 TRAIL LAKE DR,Fort Worth,TX,3
7000 BLOCK  TREEHAVEN RD,7000 TREEHAVEN RD,Fort Worth,TX,4
7000 BLOCK  TRIMBLE DR,7000 TRIMBLE DR,Fort Worth,TX,1
7000 BLOCK  WARM SPRINGS TRL,7000 WARM SPRINGS TRL,Fort Worth,TX,1
7000 BLOCK  WEST INTERSTATE 20,7000 WEST INTERSTATE,Fort Worth,TX,1
7000 BLOCK  WEST LOOP 820 NORTH,7000 WEST LOOP INTERSTATE 820 820 NORTH,Fort Worth,TX,2
7000 BLOCK  WINCHESTER PL,7000 WINCHESTER PL,Fort Worth,TX,1
7000 BLOCK  WOODMOOR RD,7000 WOODMOOR RD,Fort Worth,TX,4
7000 BLOCK  WYCLIFF ST,7000 WYCLIFF ST,Fort Worth,TX,2
7000 BLOCK D OAKMONT BL,7000 OAKMONT BL,Fort Worth,TX,3
7000 BLOCK E SOUTH MEADOW DR,7000 E SOUTH MEADOW DR,Fort Worth,TX,11
7000 BLOCK IH,7000 INTERSTATE,Fort Worth,TX,1
7100 BLOCK  ASHBOURNE WA,7100 ASHBOURNE WAY,Fort Worth,TX,6
7100 BLOCK  ASHBOURNE WAY,7100 ASHBOURNE WAY,Fort Worth,TX,2
7100 BLOCK  ATCO DR,7100 ATCO DR,Fort Worth,TX,1
7100 BLOCK  AVINGTON WA,7100 AVINGTON WAY,Fort Worth,TX,8
7100 BLOCK  BETTIS DR,7100 BETTIS DR,Fort Worth,TX,2
7100 BLOCK  BOB HANGER ST,7100 BOB HANGER ST,Fort Worth,TX,1
7100 BLOCK  BUNK HOUSE DR,7100 BUNK HOUSE DR,Fort Worth,TX,1
7100 BLOCK  CALMONT AV,7100 CALMONT AV,Fort Worth,TX,2
7100 BLOCK  DEER HOLLOW DR,7100 DEER HOLLOW DR,Fort Worth,TX,1
7100 BLOCK  DEL RIO CT,7100 DEL RIO CT,Fort Worth,TX,3
7100 BLOCK  EAST FWY,7100 EAST FREEWAY,Fort Worth,TX,1
7100 BLOCK  ELLIS RD,7100 ELLIS RD,Fort Worth,TX,2
7100 BLOCK  FULLER CIR,7100 FULLER CIR,Fort Worth,TX,1
7100 BLOCK  GARZA AVE,7100 GARZA AVE,Fort Worth,TX,1
7100 BLOCK  HALLMARK DR S  231,7100 HALLMARK DR S,Fort Worth,TX,1
7100 BLOCK  KILDEE LN,7100 KILDEE LN,Fort Worth,TX,1
7100 BLOCK  LEGATO LN,7100 LEGATO LN,Fort Worth,TX,1
7100 BLOCK  LONGHORN PARK DR,7100 LONGHORN PARK DR,Fort Worth,TX,1
7100 BLOCK  MALTA DR,7100 MALTA DR,Fort Worth,TX,1
7100 BLOCK  MARTHA LN,7100 MARTHA LN,Fort Worth,TX,1
7100 BLOCK  MEADOWBROOK DR,7100 MEADOWBROOK DR,Fort Worth,TX,3
7100 BLOCK  MESILLA LN,7100 MESILLA LN,Fort Worth,TX,2
7100 BLOCK  NORTHWEST LOOP 820,7100 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,2
7100 BLOCK  OLD MILL RU,7100 OLD MILL RU,Fort Worth,TX,4
7100 BLOCK  OVERHILL RD,7100 OVERHILL RD,Fort Worth,TX,2
7100 BLOCK  RANGER WA,7100 RANGER WAY,Fort Worth,TX,3
7100 BLOCK  SAN FRANCISCO TRL,7100 SAN FRANCISCO TRL,Fort Worth,TX,1
7100 BLOCK  SETH BARWISE ST,7100 SETH BARWISE ST,Fort Worth,TX,1
7100 BLOCK  SOUTH FW,7100 SOUTH FW,Fort Worth,TX,1
7100 BLOCK  SOUTH RIDGE TR,7100 SOUTH RIDGE TR,Fort Worth,TX,1
7100 BLOCK  SOUTH RIDGE TRL,7100 SOUTH RIDGE TRL,Fort Worth,TX,7
7100 BLOCK  STRAWBERRY WA,7100 STRAWBERRY WAY,Fort Worth,TX,2
7100 BLOCK  SUNNYBANK DR,7100 SUNNYBANK DR,Fort Worth,TX,1
7100 BLOCK  TOP RAIL RUN,7100 TOP RAIL RUN,Fort Worth,TX,2
7100 BLOCK  WAGONWHEEL RD,7100 WAGONWHEEL RD,Fort Worth,TX,1
7100 BLOCK  WAYFARER TRL,7100 WAYFARER TRL,Fort Worth,TX,2
7100 BLOCK  WELSHMAN DR,7100 WELSHMAN DR,Fort Worth,TX,3
7100 BLOCK  WILLIS AVE,7100 WILLIS AVE,Fort Worth,TX,2
7100 BLOCK D SANDSHELL BL,7100 SANDSHELL BL,Fort Worth,TX,1
7100 BLOCK D WILL ROGERS BL,7100 WILL ROGERS BL,Fort Worth,TX,1
7100 BLOCK E SOUTH MEADOW DR,7100 E SOUTH MEADOW DR,Fort Worth,TX,10
7100 BLOCK MC CART AVE,7100 MC CART AVE,Fort Worth,TX,1
7100 BLOCK NW JIM WRIGHT FW,7100 NW JIM WRIGHT FW,Fort Worth,TX,1
7100 BLOCK T CAMP BOWIE WE,7100 T CAMP BOWIE WE,Fort Worth,TX,1
7100 BLOCK Y HARRIS PK,7100 HARRIS PK,Fort Worth,TX,1
7200 BLOCK  ASHBOURNE WA,7200 ASHBOURNE WAY,Fort Worth,TX,10
7200 BLOCK  AUTUMN RUN DR,7200 AUTUMN RUN DR,Fort Worth,TX,1
7200 BLOCK  AVINGTON WA,7200 AVINGTON WAY,Fort Worth,TX,5
7200 BLOCK  BOWMAN ROBERTS RD,7200 BOWMAN ROBERTS RD,Fort Worth,TX,1
7200 BLOCK  CROWLEY RD,7200 CROWLEY RD,Fort Worth,TX,3
7200 BLOCK  EAST FWY,7200 EAST FREEWAY,Fort Worth,TX,1
7200 BLOCK  EDERVILLE RD,7200 EDERVILLE RD,Fort Worth,TX,2
7200 BLOCK  ELKINS SCHOOL RD,7200 ELKINS SCHOOL RD,Fort Worth,TX,1
7200 BLOCK  FULLER CIR,7200 FULLER CIR,Fort Worth,TX,2
7200 BLOCK  GARZA AVE,7200 GARZA AVE,Fort Worth,TX,2
7200 BLOCK  GOLF CLUB DR,7200 GOLF CLUB DR,Fort Worth,TX,2
7200 BLOCK  HAWKINS VIEW DR STE,7200 HAWKINS VIEW DR STE,Fort Worth,TX,1
7200 BLOCK  HIGHTOWER ST,7200 HIGHTOWER ST,Fort Worth,TX,1
7200 BLOCK  HOVENKAMP AV,7200 HOVENKAMP AV,Fort Worth,TX,1
7200 BLOCK  ISLE ROYALE DR,7200 ISLE ROYALE DR,Fort Worth,TX,1
7200 BLOCK  LITTLE MOHICAN DR,7200 LITTLE MOHICAN DR,Fort Worth,TX,1
7200 BLOCK  LOS PADRES TRL,7200 LOS PADRES TRL,Fort Worth,TX,1
7200 BLOCK  MEADOWBROOK DR,7200 MEADOWBROOK DR,Fort Worth,TX,2
7200 BLOCK  MESA VERDE TR,7200 MESA VERDE TR,Fort Worth,TX,1
7200 BLOCK  MESA VERDE TRL,7200 MESA VERDE TRL,Fort Worth,TX,2
7200 BLOCK  MIDWAY RD,7200 MIDWAY RD,Fort Worth,TX,4
7200 BLOCK  MISTY OAKS PL,7200 MISTY OAKS PL,Fort Worth,TX,1
7200 BLOCK  MONTERREY DR,7200 MONTERREY DR,Fort Worth,TX,1
7200 BLOCK  MUSE CT,7200 MUSE CT,Fort Worth,TX,1
7200 BLOCK  NORTH FW,7200 NORTH FW,Fort Worth,TX,1
7200 BLOCK  OLD MILL RU,7200 OLD MILL RU,Fort Worth,TX,5
7200 BLOCK  OVERHILL RD,7200 OVERHILL RD,Fort Worth,TX,5
7200 BLOCK  PARK CREEK CIR E,7200 PARK CREEK CIR E,Fort Worth,TX,1
7200 BLOCK  PARK WEST CI,7200 PARK WEST CI,Fort Worth,TX,4
